[2025-02-05 23:03:20,956] 160 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[2025-02-05 23:03:21,589] 97 werkzeug - WARNING -  * Debugger is active!
[2025-02-05 23:03:21,598] 97 werkzeug - INFO -  * Debugger PIN: 479-648-325
[2025-02-05 23:03:27,759] 97 werkzeug - INFO - 127.0.0.1 - - [05/Feb/2025 23:03:27] "GET / HTTP/1.1" 200 -
[2025-02-05 23:03:30,932] 69 root - INFO - Entered initiate_data_ingestion method of DataIngestion class
[2025-02-05 23:03:30,932] 43 root - INFO - exporting data from mongodb
[2025-02-05 23:03:32,941] 56 root - INFO - saving data into feature store file path :artifacts
[2025-02-05 23:03:32,963] 73 root - INFO - got the data from mongo db
[2025-02-05 23:03:32,963] 75 root - INFO - exited initiate_data_ingestion method from dataingestion class
[2025-02-05 23:03:32,963] 57 root - INFO - entered initiate data transformation method in data transformation class
[2025-02-05 23:03:32,995] 54 root - INFO - Entered the save_object method of MainUtils class
[2025-02-05 23:03:32,995] 62 root - INFO - Exited the save_object method of MainUtils class
[2025-02-05 23:03:32,995] 161 root - INFO - Splitting training and testing input and target feature
[2025-02-05 23:03:32,996] 172 root - INFO - Extracting model config file path
[2025-02-05 23:03:33,387] 97 werkzeug - INFO - 127.0.0.1 - - [05/Feb/2025 23:03:33] "[35m[1mGET /train HTTP/1.1[0m" 500 -
[2025-02-05 23:03:33,406] 97 werkzeug - INFO - 127.0.0.1 - - [05/Feb/2025 23:03:33] "[36mGET /train?__debugger__=yes&cmd=resource&f=style.css HTTP/1.1[0m" 304 -
[2025-02-05 23:03:33,408] 97 werkzeug - INFO - 127.0.0.1 - - [05/Feb/2025 23:03:33] "[36mGET /train?__debugger__=yes&cmd=resource&f=debugger.js HTTP/1.1[0m" 304 -
[2025-02-05 23:03:33,411] 97 werkzeug - INFO - 127.0.0.1 - - [05/Feb/2025 23:03:33] "[36mGET /train?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1[0m" 304 -
