[2025-02-11 11:09:33,691] 160 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[2025-02-11 11:09:34,337] 97 werkzeug - WARNING -  * Debugger is active!
[2025-02-11 11:09:34,343] 97 werkzeug - INFO -  * Debugger PIN: 479-648-325
[2025-02-11 11:09:43,569] 97 werkzeug - INFO - 127.0.0.1 - - [11/Feb/2025 11:09:43] "GET / HTTP/1.1" 200 -
[2025-02-11 11:09:47,137] 69 root - INFO - Entered initiate_data_ingestion method of DataIngestion class
[2025-02-11 11:09:47,137] 43 root - INFO - exporting data from mongodb
[2025-02-11 11:09:49,057] 56 root - INFO - saving data into feature store file path :artifacts
[2025-02-11 11:09:49,079] 73 root - INFO - got the data from mongo db
[2025-02-11 11:09:49,080] 75 root - INFO - exited initiate_data_ingestion method from dataingestion class
[2025-02-11 11:09:49,080] 57 root - INFO - entered initiate data transformation method in data transformation class
[2025-02-11 11:09:49,111] 54 root - INFO - Entered the save_object method of MainUtils class
[2025-02-11 11:09:49,111] 62 root - INFO - Exited the save_object method of MainUtils class
[2025-02-11 11:09:49,111] 165 root - INFO - Splitting training and testing input and target feature
[2025-02-11 11:09:49,111] 176 root - INFO - Extracting model config file path
[2025-02-11 11:09:49,528] 97 werkzeug - INFO - 127.0.0.1 - - [11/Feb/2025 11:09:49] "[35m[1mGET /train HTTP/1.1[0m" 500 -
[2025-02-11 11:09:49,545] 97 werkzeug - INFO - 127.0.0.1 - - [11/Feb/2025 11:09:49] "[36mGET /train?__debugger__=yes&cmd=resource&f=style.css HTTP/1.1[0m" 304 -
[2025-02-11 11:09:49,545] 97 werkzeug - INFO - 127.0.0.1 - - [11/Feb/2025 11:09:49] "[36mGET /train?__debugger__=yes&cmd=resource&f=debugger.js HTTP/1.1[0m" 304 -
[2025-02-11 11:09:49,550] 97 werkzeug - INFO - 127.0.0.1 - - [11/Feb/2025 11:09:49] "[36mGET /train?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1[0m" 304 -
